"Symbol","Description","Category2","Category3","GICS Sector","Market cap","Dividend yield","Price to TTM earnings","Price to TTM sales","Price to book value","Action"
"VFC","VF Corp","Common stocks","Large cap","Consumer Discretionary","$12,752,738,910","6.00%","9.32","1.10","3.56","Analyze"
"PKG","Packaging Corp Of America","Common stocks","Large cap","Materials","$12,574,510,487","3.27%","13.67","1.56","3.33","Analyze"
"LW","Lamb Weston Holdings Inc","Common stocks","Large cap","Consumer Staples","$12,498,931,628","1.12%","53.08","3.16","31.72","Analyze"
"BIO","Bio Rad Laboratories Inc Class A","Common stocks","Large cap","Health Care","$12,317,362,991","0.00%","-102.31","4.25","1.02","Analyze"
"SWK","Stanley Black & Decker Inc","Common stocks","Large cap","Industrials","$12,089,802,752","3.84%","9.00","0.76","1.30","Analyze"
"CHRW","C.H. Robinson Worldwide, Inc.","Common stocks","Large cap","Industrials","$11,796,842,883","2.18%","12.53","0.47","5.63","Analyze"
"WDC","Western Digital Corp","Common stocks","Large cap","Information Technology","$11,673,648,341","0.00%","6.25","0.61","0.95","Analyze"
"GL","Globe Life Inc.","Common stocks","Large cap","Financials","$11,668,536,671","0.68%","16.03","2.26","1.70","Analyze"
"CE","Celanese Corporation","Common stocks","Large cap","Materials","$11,634,332,018","2.53%","5.63","1.25","2.53","Analyze"
"CRL","Charles River Laboratories International","Common stocks","Large cap","Health Care","$11,629,334,402","0.00%","27.24","3.20","4.41","Analyze"
"MAS","Masco Corp","Common stocks","Large cap","Industrials","$11,452,368,866","2.19%","21.26","1.33","-31.46","Analyze"
"REG","Regency Centers Corporation","REITs","Large cap","Real Estate","$11,367,682,290","3.70%","14.22","9.51","1.83","Analyze"
"NI","Nisource Inc","Common stocks","Large cap","Utilities","$11,347,393,515","3.32%","17.05","2.17","1.56","Analyze"
"BXP","Boston Properties, Inc","REITs","Large cap","Real Estate","$11,298,879,641","5.35%","20.51","3.86","1.92","Analyze"
"NWS","News Corp Class B","Common stocks","Large cap","Communication Services","$11,081,255,205","1.03%","7.53","1.09","0.45","Analyze"
"NWSA","News Corp Class A","Common stocks","Large cap","Communication Services","$11,081,255,205","1.04%","14.68","1.09","0.87","Analyze"
"STX","Seagate Technology Plc","Common stocks","Large cap","Information Technology","$11,058,017,200","5.21%","8.32","0.95","26.43","Analyze"
"CCL","Carnival Corp","Common stocks","Large cap","Consumer Discretionary","$11,049,178,574","0.00%","-1.18","3.15","1.08","Analyze"
"TFX","Teleflex Inc","Common stocks","Large cap","Health Care","$10,981,734,562","0.58%","23.55","3.90","3.03","Analyze"
"HSIC","Henry Schein Inc","Common stocks","Large cap","Health Care","$10,968,509,769","0.00%","16.97","0.87","3.05","Analyze"
"KMX","Carmax Inc","Common stocks","Large cap","Consumer Discretionary","$10,959,954,456","0.00%","9.48","0.34","2.09","Analyze"
"CZR","Caesars Entertainment Corp","Common stocks","Large cap","Consumer Discretionary","$10,902,103,795","0.00%","-18.29","1.08","2.88","Analyze"
"JNPR","Juniper Networks Inc","Common stocks","Large cap","Information Technology","$10,788,225,585","2.51%","31.47","2.23","2.50","Analyze"
"EMN","Eastman Chemical","Common stocks","Large cap","Materials","$10,393,565,330","3.47%","12.68","0.96","1.76","Analyze"
"CDAY","Ceridian HCM Holding Inc.","Common stocks","Large cap","Information Technology","$10,378,208,475","0.00%","-129.22","9.58","5.05","Analyze"
"PHM","Pultegroup Inc","Common stocks","Large cap","Consumer Discretionary","$10,201,767,241","1.33%","4.92","0.71","1.39","Analyze"
"MKTX","Marketaxess Holdings Inc","Common stocks","Large cap","Financials","$10,083,657,618","1.04%","42.47","14.62","10.05","Analyze"
"QRVO","Qorvo, Inc.","Common stocks","Large cap","Information Technology","$10,062,905,195","0.00%","9.54","2.17","2.17","Analyze"
"ALLE","Allegion PLC","Common stocks","Mid cap","Industrials","$9,983,564,020","1.39%","21.41","3.45","13.51","Analyze"
"BWA","BorgWarner Inc","Common stocks","Mid cap","Consumer Discretionary","$9,953,883,564","1.59%","14.86","0.68","1.42","Analyze"
"NRG","NRG Energy Inc","Common stocks","Mid cap","Utilities","$9,779,809,502","3.26%","2.42","0.37","1.93","Analyze"
"BBWI","Bath & Body Works, Inc.","Common stocks","Mid cap","Consumer Discretionary","$9,705,908,430","1.87%","8.15","1.02","-6.51","Analyze"
"WRK","Westrock","Common stocks","Mid cap","Materials","$9,649,274,387","2.68%","12.16","0.48","0.84","Analyze"
"UHS","Universal Health Services Inc.","Common stocks","Mid cap","Health Care","$9,548,157,474","0.61%","10.16","0.74","1.62","Analyze"
"WYNN","Wynn Resorts Ltd","Common stocks","Mid cap","Consumer Discretionary","$9,479,815,023","0.00%","-14.47","2.38","-28.25","Analyze"
"CMA","Comerica Inc","Common stocks","Mid cap","Financials","$9,394,526,539","3.74%","9.58","3.41","1.33","Analyze"
"AAL","American Airlines Group Inc","Common stocks","Mid cap","Industrials","$9,378,069,799","0.00%","-3.94","0.27","-1.05","Analyze"
"FFIV","F5 Networks Inc","Common stocks","Mid cap","Information Technology","$9,333,590,792","0.00%","26.66","3.52","3.89","Analyze"
"AOS","A O Smith Corp","Common stocks","Mid cap","Industrials","$9,279,585,510","1.86%","18.15","2.48","5.11","Analyze"
"HII","Huntington Ingalls Industries Inc","Common stocks","Mid cap","Industrials","$9,256,024,211","2.04%","17.19","0.94","3.27","Analyze"
"TPR","Tapestry","Common stocks","Mid cap","Consumer Discretionary","$9,101,108,339","2.75%","10.69","1.36","3.66","Analyze"
"AAP","Advance Auto Parts Inc","Common stocks","Mid cap","Consumer Discretionary","$9,077,252,907","3.60%","14.76","0.83","2.91","Analyze"
"FRT","Federal Realty Investment Trust","REITs","Mid cap","Real Estate","$9,022,373,117","2.88%","34.04","9.12","3.36","Analyze"
"CTLT","Catalent Inc","Common stocks","Mid cap","Health Care","$9,021,574,717","0.00%","19.38","1.92","2.03","Analyze"
"PNW","Pinnacle West Corp","Common stocks","Mid cap","Utilities","$8,861,140,699","4.28%","14.67","2.28","1.48","Analyze"
"IVZ","Invesco Ltd","Common stocks","Mid cap","Financials","$8,690,933,859","3.73%","6.68","1.27","0.58","Analyze"
"HAS","Hasbro Inc","Common stocks","Mid cap","Consumer Discretionary","$8,676,304,016","4.36%","23.22","1.34","2.85","Analyze"
"RHI","Robert Half","Common stocks","Mid cap","Industrials","$8,547,514,666","2.17%","12.97","1.24","5.86","Analyze"
"DISH","Dish Network Corp Class A","Common stocks","Mid cap","Communication Services","$8,517,834,462","0.00%","3.85","0.48","0.53","Analyze"
"SBNY","Signature Bank","Common stocks","Mid cap","Financials","$8,458,245,887","1.60%","8.13","3.90","1.02","Analyze"
"FBHS","Fortune Brands Home And Security","Common stocks","Mid cap","Industrials","$8,379,366,845","1.70%","9.56","1.07","2.88","Analyze"
"WHR","Whirlpool Corp","Common stocks","Mid cap","Consumer Discretionary","$7,982,713,212","4.70%","4.88","0.37","1.77","Analyze"
"ZION","Zions Bancorporation","Common stocks","Mid cap","Financials","$7,753,192,012","3.02%","7.93","2.81","1.24","Analyze"
"SEE","Sealed Air Corp","Common stocks","Mid cap","Materials","$7,700,119,896","1.50%","13.99","1.35","40.12","Analyze"
"RL","Ralph Lauren Corp Class A","Common stocks","Mid cap","Consumer Discretionary","$7,667,273,600","2.51%","15.39","1.28","2.83","Analyze"
"PNR","Pentair","Common stocks","Mid cap","Industrials","$7,529,089,663","1.82%","14.16","1.93","3.06","Analyze"
"NCLH","Norwegian Cruise Line Holdings Ltd","Common stocks","Mid cap","Consumer Discretionary","$6,927,751,884","0.00%","-1.70","5.94","4.65","Analyze"
"DXC","DXC Technology Company","Common stocks","Mid cap","Information Technology","$6,826,035,166","0.00%","-11.10","0.41","1.42","Analyze"
"AIZ","Assurant Inc","Common stocks","Mid cap","Financials","$6,774,045,826","2.13%","4.99","0.66","1.35","Analyze"
"GNRC","Generac Holdings Inc","Common stocks","Mid cap","Industrials","$6,685,367,539","0.00%","12.67","1.64","2.83","Analyze"
"DVA","Davita Inc","Common stocks","Mid cap","Health Care","$6,643,073,000","0.00%","7.31","0.57","7.82","Analyze"
"OGN","Organon & Co.","Common stocks","Mid cap","Health Care","$6,618,561,922","4.19%","5.17","1.04","-5.38","Analyze"
"LNC","Lincoln National Corp","Common stocks","Mid cap","Financials","$6,589,250,168","4.56%","5.10","0.34","0.45","Analyze"
"XRAY","Dentsply Sirona Inc","Common stocks","Mid cap","Health Care","$6,503,233,670","1.59%","18.31","1.55","1.38","Analyze"
"MHK","Mohawk Industries Inc","Common stocks","Mid cap","Consumer Discretionary","$6,437,903,463","0.00%","6.28","0.56","0.79","Analyze"
"ALK","Alaska Air Group Inc","Common stocks","Mid cap","Industrials","$6,017,186,703","0.00%","12.90","0.85","1.65","Analyze"
"LUMN","CenturyLink, Inc.","Common stocks","Mid cap","Communication Services","$5,659,168,151","13.41%","2.68","0.29","0.47","Analyze"
"NWL","Newell Brands Inc","Common stocks","Mid cap","Consumer Discretionary","$5,364,392,000","6.94%","7.41","0.50","1.33","Analyze"
"VNO","Vornado Realty Trust","REITs","Mid cap","Real Estate","$4,851,043,938","8.13%","31.84","2.94","0.77","Analyze"
"TECH","Bio-Techne Corp","Common stocks","Mid cap","Health Care","$3,335,210,216","0.38%","15.03","3.10","1.98","Analyze"
"TAP","Molson Coors Brewing Class B","Common stocks","Small cap","Consumer Staples","$809,197,883","2.66%","0.57","0.06","0.05","Analyze"
